,Cu,Ni,Cr,NO3
911,4.971064,1.3101155,0.667936,14.369507
912,4.7508817,2.3623507,1.3896928,18.040152
913,4.780551,1.6235076,1.6449747,17.849213
914,4.740677,3.982298,2.390627,24.089108
915,4.870271,0.97042716,2.7910485,19.4938
916,4.765747,3.1657937,3.1071758,24.980118
917,4.6479883,3.3278432,3.8308704,27.112055
918,4.185891,2.4250734,4.3242216,25.964296
919,5.0397177,2.8852742,4.403407,28.745617
920,4.3726673,2.335602,0.16502336,13.668119
921,4.612501,1.488657,0.62578076,14.138048
922,4.7627172,1.8723235,1.3305075,17.077808
923,4.3003316,1.9322344,2.0604033,18.437366
924,4.630129,1.4078183,2.1981945,18.837246
925,4.8123364,2.2895353,3.1593158,23.186954
926,4.765937,1.306299,3.5164413,22.4838
927,4.470853,1.4778937,4.29705,24.072803
928,4.70674,1.1536403,4.381064,24.487522
929,4.727512,1.4851195,5.025438,26.912378
930,4.889122,2.0779207,0.16779882,14.252962
931,5.032746,1.7119583,0.57430947,15.253749
932,5.255016,1.5563354,1.1121169,16.596437
933,5.1440125,2.284345,1.5639955,19.563498
934,4.9535108,2.028242,2.2186828,20.444645
935,4.9169855,1.7411685,2.9615874,22.117
936,4.941455,2.073971,3.3612835,23.945215
937,4.8980947,1.7143154,4.048991,24.921886
938,4.4463863,2.130694,4.7636886,26.924751
939,5.003789,1.6380852,5.0638113,28.047817
940,4.8319507,2.5850117,0.20900056,15.338682
941,4.5122585,3.8115976,0.878194,18.897123
942,4.5361814,1.6536108,1.6181825,17.036148
943,4.8992476,1.6183026,1.8120968,18.296549
944,5.2008777,2.0489092,2.0798798,20.733583
945,5.016703,1.9335214,2.855601,22.22551
946,5.2979364,2.6184673,3.0126746,24.481005
947,4.4813066,1.634022,4.073658,24.013325
948,4.6220183,1.3315232,4.765629,25.302536
949,4.948492,2.3328633,5.010524,29.355257
950,4.826114,3.044371,0.061608933,15.88965
951,4.77612,3.61105,0.72248477,18.500961
952,4.8170395,3.620776,1.0698351,20.05337
953,4.9290333,3.1425507,1.9416924,21.520939
954,4.679507,2.9559288,2.5143669,22.254297
955,4.929908,2.9661784,2.9356103,24.106724
956,4.8568506,2.663742,3.3086894,24.808905
957,4.7744675,3.1545677,4.2019205,27.909946
958,4.567325,3.312687,4.6505566,29.306913
959,4.2364073,5.5340247,4.1793785,31.93799
960,4.9023657,3.7189157,0.16161,17.557707
961,4.88265,3.2320576,0.77709603,17.982687
962,4.9198575,3.3221867,1.1944152,19.826225
963,4.90272,4.234901,1.6901307,23.24423
964,5.013259,2.8954194,2.3528848,22.606543
965,4.373616,3.540249,3.237605,25.044739
966,4.736303,3.1972198,3.4936914,26.007006
967,4.408971,4.7094116,4.2419777,30.45217
968,4.9462023,3.2451277,4.530948,29.225399
969,4.9140186,3.3338792,4.8750896,30.753288
970,4.951331,3.9057841,0.032343987,17.780315
971,5.1455946,4.0704603,0.62262565,19.86823
972,4.9644847,4.030486,1.2078197,21.258743
973,5.1532354,1.4737648,1.7384624,18.500423
974,5.2477026,1.7390766,2.1474795,20.145119
975,5.173795,3.2255645,2.724575,24.687853
976,4.8223624,2.9103677,3.4539976,25.38263
977,3.6019607,3.8449957,5.1036386,28.774202
978,4.589529,3.813916,4.621753,29.930075
979,4.8953733,3.5981572,5.060518,31.423658
980,4.994755,3.8812475,0.122207284,18.01927
981,4.8255563,4.6968365,0.73816186,20.813395
982,5.0170918,4.54149,1.1524744,22.0146
983,4.856296,4.607528,1.578899,23.556803
984,4.891663,4.7035947,2.4559734,26.07021
985,4.718961,4.436107,3.156089,27.494278
986,5.110434,3.4807131,3.6137445,27.59391
987,4.7923975,4.136797,3.9228628,29.507538
988,4.84876,4.046688,4.768302,31.267227
989,5.0113764,3.515975,5.09841,31.556757
990,4.982364,5.484528,0.067466564,20.979605
991,4.9954634,5.0859337,0.83240265,21.97587
992,4.7668023,4.9719543,1.264381,22.851284
993,4.9523435,4.9003515,1.8337827,24.997879
994,5.2084045,4.6250615,2.346158,26.435045
995,5.2962666,5.437243,2.9781704,29.864767
996,4.7000194,4.879215,3.6112645,29.709904
997,4.501896,5.160183,4.191867,31.1518
998,4.5012374,3.7230353,4.6389995,29.72445
999,4.836725,5.696227,5.043764,35.64285
